,rloss_b,kl_loss,closs_b,rloss_e,closs_e,vloss_e,aae_loss
0,1655.330078125,,0.6926501989364624,551.08824146893,0.5709033534459188,461.83267624313766,
1,1614.4554443359375,,0.6922561526298523,465.2994824132175,0.5497763049095234,456.011827623522,
2,1559.6025390625,,0.688187837600708,461.0247224848321,0.3711031142701494,,
3,1494.923095703125,,0.6927385926246643,457.2085592932735,0.3448413187730397,,
4,1387.9384765625,,0.6921792030334473,455.97550174361425,0.3412794005786273,,
5,1325.9056396484375,,0.685965895652771,454.3523304174978,0.3354162601291711,,
6,1215.4801025390625,,0.6906142234802246,453.5675206826934,0.3329660093530695,,
7,1121.9281005859375,,0.687834620475769,453.129731306793,0.3336841119519362,,
8,1042.21435546875,,0.6927682161331177,451.31760877244017,0.3293740611972538,,
9,929.638427734375,,0.69490647315979,450.4348265735816,0.3281733662101394,,
10,838.6688232421875,,0.6909973621368408,,,,
11,767.64404296875,,0.6871750354766846,,,,
12,699.0005493164062,,0.6902579665184021,,,,
13,697.0758056640625,,0.6888511180877686,,,,
14,638.2703247070312,,0.686721682548523,,,,
15,625.1863403320312,,0.6770848035812378,,,,
16,591.7567138671875,,0.68165123462677,,,,
17,560.1382446289062,,0.6879160404205322,,,,
18,580.2138671875,,0.6785107851028442,,,,
19,553.321533203125,,0.6795364618301392,,,,
20,558.087646484375,,0.7010458111763,,,,
21,552.58544921875,,0.6826562881469727,,,,
22,538.3092041015625,,0.68528151512146,,,,
23,554.5942993164062,,0.6755379438400269,,,,
24,536.3150024414062,,0.6703694462776184,,,,
25,511.97967529296875,,0.6586217880249023,,,,
26,522.085205078125,,0.6684771776199341,,,,
27,514.289794921875,,0.6958482265472412,,,,
28,515.3655395507812,,0.6739047765731812,,,,
29,477.8485412597656,,0.6667594909667969,,,,
30,512.2340087890625,,0.6798872947692871,,,,
31,466.48516845703125,,0.6335155963897705,,,,
32,494.0740661621094,,0.686887264251709,,,,
33,476.2493896484375,,0.6784653663635254,,,,
34,487.54461669921875,,0.6282801628112793,,,,
35,497.3992919921875,,0.6483564376831055,,,,
36,517.3732299804688,,0.6373820900917053,,,,
37,509.50982666015625,,0.6538617610931396,,,,
38,489.5562744140625,,0.6390013694763184,,,,
39,507.89898681640625,,0.6343472599983215,,,,
40,467.6666259765625,,0.6225139498710632,,,,
41,503.68841552734375,,0.6422916650772095,,,,
42,481.63153076171875,,0.6144430637359619,,,,
43,466.7059326171875,,0.5992812514305115,,,,
